student_id,name,college,course_id,course_name,credit,semester,enroll_date,score,is_elective
202506010327,梁秋明,物理学院,GE000011,体育,1.0,2025-01,2025-02-08,-1,0
202507010121,韩秀英,经管学院,CS113025,Web开发技术,2.5,2025-02,2025-10-02,91,1
202303030925,武志勇,机械学院,ME102025,工程力学,3.0,2024-02,2024-06-17,50,0
202102031022,洪丽娟,电信学院,EM301014,微观经济学,2.5,2021-01,2020-12-12,48,0
202405040903,白学松,数学学院,MA201025,线性代数,3.0,2024-02,2024-08-09,73,0
202301030406,邹志刚,计算机学院,EM301014,微观经济学,2.5,2023-01,2022-12-13,49,0
202402010225,钟志军,电信学院,GE000011,体育,1.0,2025-01,2025-01-14,71,0
202308020524,魏江伟,外语学院,MA201017,高等数学A,4.0,2023-01,2023-02-09,68,0
202007040913,孟山松,经管学院,EM301014,微观经济学,2.5,2020-01,2020-02-17,79,0
202406041010,蒋玲,物理学院,CS113025,Web开发技术,2.5,2024-02,2024-10-02,79,1
202203031016,黎秋强,机械学院,GE001011,心理健康,1.0,2022-01,2022-02-14,70,0
202608030611,洪秀兰,外语学院,CE102026,结构力学,3.5,2026-02,2026-06-23,85,0
202403030510,颜国霞,机械学院,CS114014,人工智能导论,2.0,2026-01,2026-03-05,86,1
202207050306,任玲,经管学院,ME113024,机器人技术,2.5,2024-02,2024-10-12,73,1
202605040801,许国涛,数学学院,CS113025,Web开发技术,2.5,2026-02,2026-10-12,78,1
202204030702,杨海柏,土木学院,CS102026,数据结构与算法,3.5,2023-02,2023-08-19,94,0
202204030826,范海燕,土木学院,ME102025,工程力学,3.0,2023-02,2023-08-01,77,0
202102020417,孙学松,电信学院,CS102026,数据结构与算法,3.5,2022-02,2022-07-16,70,0
202604020217,洪玉兰,土木学院,EE113024,物联网技术,2.5,2026-02,2026-10-11,80,1
202604050313,殷建霞,土木学院,GE011022,创新创业基础,1.5,2026-02,2026-10-12,71,1
202005050829,刘德柏,数学学院,EE102025,电路分析,3.0,2021-02,2021-06-20,80,0
202406010515,范强,物理学院,MA201025,线性代数,3.0,2024-02,2024-08-26,75,0
202508020414,徐小平,外语学院,CS102026,数据结构与算法,3.5,2026-02,2026-07-10,62,0
202508030726,李志敏,外语学院,GE011013,大学生职业规划,1.0,2026-01,2026-03-02,-1,1
202206050325,文天龙,物理学院,GE011013,大学生职业规划,1.0,2023-01,2023-03-13,79,1
202403040523,罗河明,机械学院,FL301015,综合英语,3.0,2024-01,2024-02-24,46,0
202404020110,芦勇,土木学院,GE000011,体育,1.0,2025-01,2025-02-20,72,0
202003020720,范小芳,机械学院,FL301015,综合英语,3.0,2020-01,2020-01-02,64,0
202104020222,庞海燕,土木学院,CS102026,数据结构与算法,3.5,2022-02,2022-06-06,75,0
202201020428,姜海涛,计算机学院,CE102026,结构力学,3.5,2023-02,2023-08-02,73,0
202207030707,倪玉兰,经管学院,CS114014,人工智能导论,2.0,2022-01,2022-03-11,65,1
202203010309,郑秀兰,机械学院,EM301014,微观经济学,2.5,2022-01,2022-01-09,89,0
202301010311,施洋,计算机学院,GE000011,体育,1.0,2024-01,2024-02-19,66,0
202205020810,余燕,数学学院,GE000011,体育,1.0,2023-01,2022-12-24,63,0
202605020527,邹小红,数学学院,EE113024,物联网技术,2.5,2026-02,2026-10-01,43,1
202502020421,文春龙,电信学院,CS114014,人工智能导论,2.0,2026-01,2026-03-11,91,1
202007040430,萧玲,经管学院,FL301015,综合英语,3.0,2020-01,2020-01-11,81,0
202306040125,罗建华,物理学院,GE011022,创新创业基础,1.5,2024-02,2024-10-11,-1,1
202402040211,黎明松,电信学院,EE113024,物联网技术,2.5,2026-02,2026-10-12,66,1
202305020322,熊娟,数学学院,GE000011,体育,1.0,2023-01,2023-01-06,96,0
202003021001,夏国兰,机械学院,MA201025,线性代数,3.0,2020-02,2020-06-06,77,0
202204010711,温建菊,土木学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-01,85,1
202303030616,冯冬华,机械学院,FL301015,综合英语,3.0,2023-01,2023-02-03,62,0
202002011021,颜小军,电信学院,FL301015,综合英语,3.0,2020-01,2020-02-22,70,0
202408020219,邹强,外语学院,FL301015,综合英语,3.0,2024-01,2023-12-23,61,0
202502030824,田志凤,电信学院,CE102026,结构力学,3.5,2026-02,2026-08-07,54,0
202104010428,姚华,土木学院,CS113025,Web开发技术,2.5,2022-02,2022-10-04,49,1
202605040922,刘国松,数学学院,GE001012,思想政治理论,2.0,2026-01,2026-01-26,-1,0
202005030615,何秀兰,数学学院,FL301015,综合英语,3.0,2020-01,2020-01-19,71,0
202105050517,潘平,数学学院,ME113024,机器人技术,2.5,2021-02,2021-10-12,78,1
202202030603,兰志强,电信学院,CS114014,人工智能导论,2.0,2022-01,2022-03-03,79,1
202207050723,萧霞,经管学院,MA201025,线性代数,3.0,2022-02,2022-07-19,73,0
202307030927,樊海龙,经管学院,ME113024,机器人技术,2.5,2025-02,2025-10-11,81,1
202204050522,杜学波,土木学院,ME102025,工程力学,3.0,2023-02,2023-08-11,83,0
202503010119,何杰,机械学院,GE001011,心理健康,1.0,2025-01,2024-12-16,72,0
202307030617,芦志强,经管学院,MA212026,数学建模,2.5,2025-02,2025-10-12,67,1
202508020801,邹辉,外语学院,GE000011,体育,1.0,2025-01,2025-02-16,86,0
202302030119,邓敏,电信学院,GE001011,心理健康,1.0,2023-01,2023-01-05,74,0
202507040313,安磊,经管学院,ME102025,工程力学,3.0,2026-02,2026-07-11,70,0
202201040505,余洋,计算机学院,GE001011,心理健康,1.0,2022-01,2022-02-14,51,0
202007050228,洪燕,经管学院,GE011024,艺术鉴赏,1.5,2024-02,2024-10-02,74,1
202507021029,汪国辉,经管学院,GE001012,思想政治理论,2.0,2025-01,2025-01-15,58,0
202007020808,王玉峰,经管学院,GE001012,思想政治理论,2.0,2020-01,2019-12-28,49,0
202508040630,卢天松,外语学院,CE102026,结构力学,3.5,2026-02,2026-06-19,64,0
202004050708,倪海涛,土木学院,ME102025,工程力学,3.0,2021-02,2021-07-10,83,0
202103010422,芦洋,机械学院,GE000011,体育,1.0,2023-01,2023-02-04,61,0
202201050325,兰桂,计算机学院,CS102026,数据结构与算法,3.5,2023-02,2023-08-28,71,0
202103010420,付建涛,机械学院,EM312023,电子商务,2.0,2024-02,2024-10-13,63,1
202304020603,彭华,土木学院,GE011013,大学生职业规划,1.0,2024-01,2024-03-11,62,1
202208050505,余建国,外语学院,CS113025,Web开发技术,2.5,2026-02,2026-10-01,-1,1
202401030812,江冬菊,计算机学院,CE102026,结构力学,3.5,2025-02,2025-07-09,81,0
202407040212,芦小明,经管学院,EM301014,微观经济学,2.5,2024-01,2024-02-06,91,0
202306041018,罗江柏,物理学院,EE102025,电路分析,3.0,2024-02,2024-07-24,46,0
202508031019,任海涛,外语学院,FL301015,综合英语,3.0,2025-01,2025-02-02,81,0
202508050308,汪明柏,外语学院,EE102025,电路分析,3.0,2026-02,2026-06-21,81,0
202406050607,翟德菊,物理学院,GE011022,创新创业基础,1.5,2024-02,2024-10-06,100,1
202205050126,谢小红,数学学院,ME102025,工程力学,3.0,2023-02,2023-06-05,-1,0
202108050714,谢小明,外语学院,CE102026,结构力学,3.5,2022-02,2022-08-10,73,0
202104010628,孙河兰,土木学院,MA201025,线性代数,3.0,2021-02,2021-08-14,69,0
202606041012,孟永华,物理学院,EM301014,微观经济学,2.5,2026-01,2025-12-01,93,0
202105030313,朱冬凤,数学学院,EM312023,电子商务,2.0,2023-02,2023-10-11,81,1
202602040727,曹小霞,电信学院,EE102025,电路分析,3.0,2026-02,2026-07-08,70,0
202408020112,易勇,外语学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-06,78,1
202404040812,罗志龙,土木学院,GE011013,大学生职业规划,1.0,2025-01,2025-03-03,57,1
202204050415,汪晓松,土木学院,CS102026,数据结构与算法,3.5,2023-02,2023-08-07,82,0
202505011025,蒋涛,数学学院,GE001011,心理健康,1.0,2025-01,2025-02-17,76,0
202008040220,庞建国,外语学院,ME102025,工程力学,3.0,2021-02,2021-07-02,76,0
202207050107,贾建国,经管学院,ME113024,机器人技术,2.5,2023-02,2023-10-12,65,1
202604010618,范洋,土木学院,GE001011,心理健康,1.0,2026-01,2025-12-24,72,0
202404020715,夏秋强,土木学院,CE102026,结构力学,3.5,2025-02,2025-07-17,78,0
202205040819,郑芳,数学学院,GE000011,体育,1.0,2025-01,2025-02-03,76,0
202606040226,翟河强,物理学院,CS113025,Web开发技术,2.5,2026-02,2026-10-12,88,1
202101050821,文江伟,计算机学院,ME113024,机器人技术,2.5,2024-02,2024-10-13,57,1
202005010601,倪海燕,数学学院,MA212026,数学建模,2.5,2025-02,2025-10-06,45,1
202003041028,尹军,机械学院,CS102026,数据结构与算法,3.5,2021-02,2021-08-03,75,0
202402050108,易强,电信学院,MA201025,线性代数,3.0,2024-02,2024-06-21,62,0
202506020526,常建峰,物理学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-03,59,1
202001050112,李燕,计算机学院,GE011024,艺术鉴赏,1.5,2020-02,2020-10-03,78,1
202007040414,乔建波,经管学院,GE011022,创新创业基础,1.5,2022-02,2022-10-02,79,1
202308010907,方云,外语学院,ME113024,机器人技术,2.5,2024-02,2024-10-13,-1,1
202001020207,汪国菊,计算机学院,GE011024,艺术鉴赏,1.5,2025-02,2025-10-11,79,1
202501010811,蒋磊,计算机学院,MA201017,高等数学A,4.0,2025-01,2025-02-08,59,0
202404040510,牛娟,土木学院,CS113025,Web开发技术,2.5,2025-02,2025-10-04,67,1
202103050211,姚建华,机械学院,CS102026,数据结构与算法,3.5,2022-02,2022-08-02,71,0
202308040925,兰涛,外语学院,GE011024,艺术鉴赏,1.5,2025-02,2025-10-03,92,1
202002010728,唐玉兰,电信学院,CS113025,Web开发技术,2.5,2025-02,2025-10-11,77,1
202203030212,林建军,机械学院,GE011022,创新创业基础,1.5,2024-02,2024-10-03,82,1
202507040526,兰秀珍,经管学院,MA201017,高等数学A,4.0,2025-01,2024-12-03,64,0
202004010822,郭山辉,土木学院,MA201025,线性代数,3.0,2020-02,2020-08-15,86,0
202502050411,方辉,电信学院,MA201025,线性代数,3.0,2025-02,2025-08-28,86,0
202404020930,汪冬兰,土木学院,EE113024,物联网技术,2.5,2024-02,2024-10-12,59,1
202004011020,袁金霞,土木学院,GE001011,心理健康,1.0,2020-01,2020-01-05,67,0
202306051023,陆勇,物理学院,MA201025,线性代数,3.0,2023-02,2023-08-09,96,0
202401030207,赵平,计算机学院,CS102026,数据结构与算法,3.5,2025-02,2025-08-08,70,0
202107050213,武小芳,经管学院,EE113024,物联网技术,2.5,2026-02,2026-10-04,50,1
202206040118,田永波,物理学院,EE102025,电路分析,3.0,2023-02,2023-08-26,99,0
202402040311,孟秋华,电信学院,CS102026,数据结构与算法,3.5,2025-02,2025-08-19,70,0
202604010113,石明,土木学院,MA201017,高等数学A,4.0,2026-01,2025-12-08,53,0
202303030615,萧军,机械学院,EM301014,微观经济学,2.5,2023-01,2023-02-17,80,0
202205030614,温玉军,数学学院,EE113024,物联网技术,2.5,2024-02,2024-10-06,87,1
202408020504,蒋红梅,外语学院,ME113024,机器人技术,2.5,2024-02,2024-10-03,73,1
202502030917,胡志伟,电信学院,CS114014,人工智能导论,2.0,2026-01,2026-03-13,83,1
202606010112,白建峰,物理学院,ME102025,工程力学,3.0,2026-02,2026-06-23,61,0
202106020703,范志强,物理学院,GE000011,体育,1.0,2021-01,2021-01-28,72,0
202001030105,洪华,计算机学院,GE011013,大学生职业规划,1.0,2025-01,2025-03-13,61,1
202406030118,何志强,物理学院,GE011013,大学生职业规划,1.0,2024-01,2024-03-07,74,1
202303010306,刘秋霞,机械学院,ME113024,机器人技术,2.5,2025-02,2025-10-12,87,1
202503010118,范丽娟,机械学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-13,90,1
202208040530,陈玉兰,外语学院,MA201017,高等数学A,4.0,2022-01,2021-12-16,84,0
202307051010,严玉辉,经管学院,MA201017,高等数学A,4.0,2023-01,2023-01-24,67,0
202108010405,安华,外语学院,EM301014,微观经济学,2.5,2021-01,2021-01-18,56,0
202001020330,胡强,计算机学院,EE113024,物联网技术,2.5,2020-02,2020-10-04,55,1
202505030221,倪秀珍,数学学院,GE001012,思想政治理论,2.0,2025-01,2025-01-10,40,0
202203010304,袁志梅,机械学院,MA212026,数学建模,2.5,2023-02,2023-10-02,99,1
202406051003,任丽娟,物理学院,EE102025,电路分析,3.0,2025-02,2025-07-04,47,0
202304010518,胡志平,土木学院,GE011022,创新创业基础,1.5,2024-02,2024-10-12,89,1
202308030823,董云,外语学院,EM312023,电子商务,2.0,2024-02,2024-10-07,56,1
202304010617,梁海波,土木学院,ME113024,机器人技术,2.5,2024-02,2024-10-12,40,1
202108010827,吴小伟,外语学院,GE011024,艺术鉴赏,1.5,2025-02,2025-10-07,71,1
202106010225,严明菊,物理学院,CS102026,数据结构与算法,3.5,2022-02,2022-07-18,59,0
202006030818,韦磊,物理学院,GE011022,创新创业基础,1.5,2023-02,2023-10-12,82,1
202505040515,芦娜,数学学院,MA201025,线性代数,3.0,2025-02,2025-08-06,68,0
202503010118,何涛,机械学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-12,79,1
202205050716,黄建波,数学学院,FL301015,综合英语,3.0,2022-01,2021-12-19,91,0
202001030113,苏小平,计算机学院,EM312023,电子商务,2.0,2023-02,2023-10-11,66,1
202305040929,武小红,数学学院,GE011013,大学生职业规划,1.0,2026-01,2026-03-11,73,1
202306020313,洪建军,物理学院,GE011022,创新创业基础,1.5,2024-02,2024-10-12,66,1
202606041026,邓志华,物理学院,MA212026,数学建模,2.5,2026-02,2026-10-05,76,1
202103040408,朱冬凤,机械学院,MA201017,高等数学A,4.0,2021-01,2021-01-04,63,0
202101050817,刘山柏,计算机学院,EM312023,电子商务,2.0,2023-02,2023-10-11,75,1
202403050602,韩娜,机械学院,CS114014,人工智能导论,2.0,2025-01,2025-03-12,100,1
202002030509,温冬龙,电信学院,GE011022,创新创业基础,1.5,2025-02,2025-10-02,94,1
202602020826,赵杰,电信学院,MA212026,数学建模,2.5,2026-02,2026-10-05,66,1
202006040815,白河华,物理学院,CE102026,结构力学,3.5,2021-02,2021-06-17,82,0
202106020705,廖小军,物理学院,EE113024,物联网技术,2.5,2025-02,2025-10-12,86,1
202306020515,武志华,物理学院,CS113025,Web开发技术,2.5,2024-02,2024-10-12,49,1
202508040109,谭山兰,外语学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-02,79,1
202306010705,崔天霞,物理学院,GE001011,心理健康,1.0,2023-01,2023-01-05,61,0
202501050801,秦国波,计算机学院,ME113024,机器人技术,2.5,2026-02,2026-10-11,70,1
202402030114,张志敏,电信学院,FL301015,综合英语,3.0,2024-01,2023-12-19,52,0
202106010930,胡秀兰,物理学院,GE011013,大学生职业规划,1.0,2022-01,2022-03-06,70,1
202601010801,翟山强,计算机学院,ME102025,工程力学,3.0,2026-02,2026-06-03,71,0
202505040903,谢海涛,数学学院,ME113024,机器人技术,2.5,2025-02,2025-10-11,78,1
202507040311,吴晓龙,经管学院,ME113024,机器人技术,2.5,2025-02,2025-10-05,83,1
202002030125,施志伟,电信学院,ME102025,工程力学,3.0,2021-02,2021-08-07,57,0
202207020305,赖河菊,经管学院,GE001011,心理健康,1.0,2022-01,2022-01-14,62,0
202108051026,梁河凤,外语学院,CE102026,结构力学,3.5,2022-02,2022-07-04,59,0
202501030118,陶志华,计算机学院,EE113024,物联网技术,2.5,2026-02,2026-10-11,69,1
202504030526,萧涛,土木学院,GE001012,思想政治理论,2.0,2025-01,2025-01-17,70,0
202408040416,沈江柏,外语学院,EE102025,电路分析,3.0,2025-02,2025-08-26,85,0
202408031021,廖永梅,外语学院,GE001011,心理健康,1.0,2024-01,2024-02-27,75,0
202403050820,许春波,机械学院,MA201017,高等数学A,4.0,2024-01,2024-01-27,74,0
202407040617,曹德柏,经管学院,GE000011,体育,1.0,2026-01,2026-02-12,71,0
202305010318,翟德波,数学学院,CE102026,结构力学,3.5,2024-02,2024-06-09,78,0
202602050521,江国霞,电信学院,CS102026,数据结构与算法,3.5,2026-02,2026-07-09,74,0
202202050422,姜涛,电信学院,CS114014,人工智能导论,2.0,2026-01,2026-03-13,43,1
202002010505,熊磊,电信学院,CS114014,人工智能导论,2.0,2021-01,2021-03-12,75,1
202406040429,杨山波,物理学院,EM312023,电子商务,2.0,2026-02,2026-10-13,43,1
202501040319,李云,计算机学院,MA201025,线性代数,3.0,2025-02,2025-08-27,80,0
202303021020,赖天兰,机械学院,EE113024,物联网技术,2.5,2023-02,2023-10-12,53,1
202305020413,陈伟,数学学院,CE102026,结构力学,3.5,2024-02,2024-06-10,43,0
202305010917,殷永松,数学学院,MA201025,线性代数,3.0,2023-02,2023-08-01,47,0
202008030507,廖学兰,外语学院,GE000011,体育,1.0,2020-01,2020-01-02,73,0
202307050724,黄秋兰,经管学院,CE102026,结构力学,3.5,2024-02,2024-07-06,41,0
202401010114,庞玲,计算机学院,GE011013,大学生职业规划,1.0,2024-01,2024-03-03,66,1
202601030515,曾玉波,计算机学院,GE001012,思想政治理论,2.0,2026-01,2025-12-24,79,0
202103030515,李玲,机械学院,GE001011,心理健康,1.0,2021-01,2021-02-14,57,0
202405040711,安娟,数学学院,MA201025,线性代数,3.0,2024-02,2024-08-12,56,0
202504030604,孙志凤,土木学院,CS114014,人工智能导论,2.0,2026-01,2026-03-07,71,1
202108010409,谢志敏,外语学院,EM301014,微观经济学,2.5,2021-01,2021-01-05,77,0
202405020715,吕燕,数学学院,EE113024,物联网技术,2.5,2026-02,2026-10-02,88,1
202208030529,高永柏,外语学院,GE011022,创新创业基础,1.5,2024-02,2024-10-05,78,1
202404020309,牛玉兰,土木学院,EM312023,电子商务,2.0,2024-02,2024-10-01,64,1
202004051003,洪志伟,土木学院,FL301015,综合英语,3.0,2020-01,2020-02-05,96,0
202401050701,韩红梅,计算机学院,CS113025,Web开发技术,2.5,2026-02,2026-10-11,83,1
202308050511,林志平,外语学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-01,63,1
202101020818,范秀兰,计算机学院,EE113024,物联网技术,2.5,2026-02,2026-10-12,93,1
202303010813,邹平,机械学院,ME113024,机器人技术,2.5,2025-02,2025-10-03,90,1
202604041011,杨志凤,土木学院,EM312023,电子商务,2.0,2026-02,2026-10-12,60,1
202105010802,曹晓霞,数学学院,GE001012,思想政治理论,2.0,2021-01,2020-12-09,87,0
202602050705,蔡河明,电信学院,CS113025,Web开发技术,2.5,2026-02,2026-10-12,81,1
202501010926,蒋杰,计算机学院,GE001011,心理健康,1.0,2025-01,2024-12-25,55,0
202101010603,郭春华,计算机学院,CS113025,Web开发技术,2.5,2021-02,2021-10-13,78,1
202106010630,贺伟,物理学院,CE102026,结构力学,3.5,2022-02,2022-06-06,76,0
202503030401,邱静,机械学院,EE102025,电路分析,3.0,2026-02,2026-06-24,68,0
202604040107,姜海燕,土木学院,GE001011,心理健康,1.0,2026-01,2026-01-06,70,0
202404030313,施玉兰,土木学院,CS102026,数据结构与算法,3.5,2025-02,2025-07-09,43,0
202607030603,陆小平,经管学院,EE113024,物联网技术,2.5,2026-02,2026-10-11,71,1
202507030705,孙永涛,经管学院,GE011024,艺术鉴赏,1.5,2026-02,2026-10-04,87,1
202005030502,朱河波,数学学院,GE001012,思想政治理论,2.0,2020-01,2019-12-20,48,0
202106040920,姜小平,物理学院,CS102026,数据结构与算法,3.5,2022-02,2022-06-08,83,0
202601020218,秦秋华,计算机学院,CS113025,Web开发技术,2.5,2026-02,2026-10-12,58,1
202106020710,余小红,物理学院,GE011022,创新创业基础,1.5,2026-02,2026-10-03,58,1
202104050104,孙永梅,土木学院,FL301015,综合英语,3.0,2021-01,2021-02-25,55,0
202508030124,洪华,外语学院,EM312023,电子商务,2.0,2026-02,2026-10-11,53,1
202003031026,钟志军,机械学院,FL301015,综合英语,3.0,2020-01,2019-12-09,79,0
202106020604,牛超,物理学院,ME113024,机器人技术,2.5,2022-02,2022-10-13,56,1
202407050820,唐敏,经管学院,GE000011,体育,1.0,2026-01,2026-02-15,76,0
202205051001,周桂,数学学院,EM312023,电子商务,2.0,2024-02,2024-10-13,81,1
202602010324,颜玉涛,电信学院,ME113024,机器人技术,2.5,2026-02,2026-10-04,42,1
202308020801,常明凤,外语学院,MA201025,线性代数,3.0,2023-02,2023-08-17,46,0
202504040424,赵云,土木学院,ME113024,机器人技术,2.5,2026-02,2026-10-12,55,1
202402030605,武英,电信学院,CE102026,结构力学,3.5,2025-02,2025-06-15,95,0
202105031011,钟娟,数学学院,MA201017,高等数学A,4.0,2021-01,2021-01-21,74,0
202305030513,夏晓华,数学学院,FL301015,综合英语,3.0,2023-01,2023-02-09,-1,0
202001021013,武娜,计算机学院,ME102025,工程力学,3.0,2021-02,2021-08-19,63,0
202008020421,梁晓波,外语学院,MA212026,数学建模,2.5,2026-02,2026-10-13,81,1
202304030214,杜金凤,土木学院,MA201025,线性代数,3.0,2023-02,2023-06-13,61,0
202403030105,方红梅,机械学院,ME113024,机器人技术,2.5,2026-02,2026-10-06,70,1
202301020722,宋志松,计算机学院,EE113024,物联网技术,2.5,2026-02,2026-10-13,72,1
202101010627,安建国,计算机学院,MA212026,数学建模,2.5,2026-02,2026-10-12,76,1
202306050722,梁河菊,物理学院,CE102026,结构力学,3.5,2024-02,2024-08-19,48,0
202008010925,袁金凤,外语学院,GE001011,心理健康,1.0,2020-01,2020-01-26,67,0
202506020823,黎冬菊,物理学院,GE011013,大学生职业规划,1.0,2025-01,2025-03-11,80,1
202501010610,吴春霞,计算机学院,MA201017,高等数学A,4.0,2025-01,2024-12-09,95,0
202404010310,崔玉峰,土木学院,CS113025,Web开发技术,2.5,2024-02,2024-10-01,63,1
202408040919,钟超,外语学院,CS113025,Web开发技术,2.5,2025-02,2025-10-11,72,1
